T1,TIMESTAMP
22.483570765056164,2024-10-01 00:42:01.527714
19.308678494144075,2024-10-01 00:42:01.627714
23.23844269050346,2024-10-01 00:42:01.727714
27.615149282040125,2024-10-01 00:42:01.827714
18.829233126383322,2024-10-01 00:42:01.927714
18.8293152152541,2024-10-01 00:42:02.027714
27.896064077536955,2024-10-01 00:42:02.127714
23.837173645764544,2024-10-01 00:42:02.227714
17.65262807032524,2024-10-01 00:42:02.327714
22.712800217929825,2024-10-01 00:42:02.427714
17.682911535937688,2024-10-01 00:42:02.527714
17.671351232148716,2024-10-01 00:42:02.627714
21.20981135783017,2024-10-01 00:42:02.727714
10.43359877671101,2024-10-01 00:42:02.827714
11.375410837434837,2024-10-01 00:42:02.927714
17.188562353795138,2024-10-01 00:42:03.027714
14.93584439832788,2024-10-01 00:42:03.127714
21.571236662976368,2024-10-01 00:42:03.227714
15.459879622393945,2024-10-01 00:42:03.327714
12.938481493323541,2024-10-01 00:42:03.427714
27.32824384460777,2024-10-01 00:42:03.527714
18.871118497567323,2024-10-01 00:42:03.627714
20.33764102343962,2024-10-01 00:42:03.727714
12.876259068932717,2024-10-01 00:42:03.827714
17.278086377374088,2024-10-01 00:42:03.927714
20.55461294854933,2024-10-01 00:42:04.027714
14.245032112888486,2024-10-01 00:42:04.127714
21.87849009172836,2024-10-01 00:42:04.227714
16.996806550405974,2024-10-01 00:42:04.327714
18.541531251033618,2024-10-01 00:42:04.427714
16.991466938853016,2024-10-01 00:42:04.527714
29.261390922544688,2024-10-01 00:42:04.627714
19.93251387631033,2024-10-01 00:42:04.727714
14.711445355220501,2024-10-01 00:42:04.827714
24.112724560515947,2024-10-01 00:42:04.927714
13.895781750144888,2024-10-01 00:42:05.027714
21.044317975023777,2024-10-01 00:42:05.127714
10.201649380601122,2024-10-01 00:42:05.227714
13.359069755507848,2024-10-01 00:42:05.327714
20.984306179345616,2024-10-01 00:42:05.427714
23.692332899977053,2024-10-01 00:42:05.527714
20.85684140594985,2024-10-01 00:42:05.627714
19.421758588058797,2024-10-01 00:42:05.727714
18.494481522053555,2024-10-01 00:42:05.827714
12.607390048162863,2024-10-01 00:42:05.927714
16.400778958026457,2024-10-01 00:42:06.027714
17.696806145201062,2024-10-01 00:42:06.127714
25.28561113109458,2024-10-01 00:42:06.227714
21.71809144784231,2024-10-01 00:42:06.327714
11.18479922318633,2024-10-01 00:42:06.427714
21.620419846973974,2024-10-01 00:42:06.527714
18.074588597918417,2024-10-01 00:42:06.627714
16.615389998470206,2024-10-01 00:42:06.727714
23.05838144420434,2024-10-01 00:42:06.827714
25.154997612479754,2024-10-01 00:42:06.927714
24.656400595580994,2024-10-01 00:42:07.027714
15.803912383886807,2024-10-01 00:42:07.127714
18.453938120743928,2024-10-01 00:42:07.227714
21.65631715701782,2024-10-01 00:42:07.327714
24.877725635611796,2024-10-01 00:42:07.427714
17.60412881077355,2024-10-01 00:42:07.527714
19.071705116680914,2024-10-01 00:42:07.627714
14.468325129969859,2024-10-01 00:42:07.727714
14.018966879596647,2024-10-01 00:42:07.827714
24.062629111970992,2024-10-01 00:42:07.927714
26.781200142854114,2024-10-01 00:42:08.027714
19.63994939209833,2024-10-01 00:42:08.127714
25.01766448946012,2024-10-01 00:42:08.227714
21.80818012523817,2024-10-01 00:42:08.327714
16.77440122697438,2024-10-01 00:42:08.427714
21.80697802754207,2024-10-01 00:42:08.527714
27.690182832329846,2024-10-01 00:42:08.627714
19.820869804450243,2024-10-01 00:42:08.727714
27.82321827907003,2024-10-01 00:42:08.827714
6.901274479551278,2024-10-01 00:42:08.927714
24.10951252187612,2024-10-01 00:42:09.027714
20.435235341190857,2024-10-01 00:42:09.127714
18.50496324767066,2024-10-01 00:42:09.227714
20.45880388267751,2024-10-01 00:42:09.327714
10.062155426995536,2024-10-01 00:42:09.427714
18.90164056081244,2024-10-01 00:42:09.527714
21.78556285755873,2024-10-01 00:42:09.627714
27.38947022370758,2024-10-01 00:42:09.727714
17.40864890863176,2024-10-01 00:42:09.827714
15.957531985534063,2024-10-01 00:42:09.927714
17.491214782077318,2024-10-01 00:42:10.027714
24.57701058851037,2024-10-01 00:42:10.127714
21.643755548298422,2024-10-01 00:42:10.227714
17.351198981164806,2024-10-01 00:42:10.327714
22.56633716556678,2024-10-01 00:42:10.427714
20.4853877467402,2024-10-01 00:42:10.527714
24.843224952664446,2024-10-01 00:42:10.627714
16.489734530613237,2024-10-01 00:42:10.727714
18.361689267011158,2024-10-01 00:42:10.827714
18.039459234339212,2024-10-01 00:42:10.927714
12.682425259339407,2024-10-01 00:42:11.027714
21.48060138532288,2024-10-01 00:42:11.127714
21.305276360899448,2024-10-01 00:42:11.227714
20.025567283212304,2024-10-01 00:42:11.327714
18.827064333124262,2024-10-01 00:42:11.427714
12.92314628974793,2024-10-01 00:42:11.527714
17.896773386173205,2024-10-01 00:42:11.627714
18.286427417366152,2024-10-01 00:42:11.727714
15.988613653891905,2024-10-01 00:42:11.827714
19.193571441669953,2024-10-01 00:42:11.927714
22.020254284072692,2024-10-01 00:42:12.027714
29.43092950605265,2024-10-01 00:42:12.127714
20.872889064159196,2024-10-01 00:42:12.227714
21.28775195361382,2024-10-01 00:42:12.327714
19.627770421169163,2024-10-01 00:42:12.427714
10.406143923504793,2024-10-01 00:42:12.527714
19.867430622753915,2024-10-01 00:42:12.627714
20.301151049705133,2024-10-01 00:42:12.727714
32.316210562426434,2024-10-01 00:42:12.827714
19.038195176094387,2024-10-01 00:42:12.927714
21.507736711668063,2024-10-01 00:42:13.027714
19.826441151473784,2024-10-01 00:42:13.127714
14.15660981190234,2024-10-01 00:42:13.227714
25.714114072575104,2024-10-01 00:42:13.327714
23.75966516343387,2024-10-01 00:42:13.427714
23.955159735215233,2024-10-01 00:42:13.527714
15.453062726026305,2024-10-01 00:42:13.627714
27.013971554680495,2024-10-01 00:42:13.727714
12.990744686038596,2024-10-01 00:42:13.827714
22.934285469001352,2024-10-01 00:42:13.927714
30.952278129049894,2024-10-01 00:42:14.027714
15.047318374346558,2024-10-01 00:42:14.127714
17.16851135198614,2024-10-01 00:42:14.227714
20.498256825438204,2024-10-01 00:42:14.327714
17.482621729419005,2024-10-01 00:42:14.427714
12.246682844669337,2024-10-01 00:42:14.527714
20.342814874030136,2024-10-01 00:42:14.627714
14.688481431369475,2024-10-01 00:42:14.727714
22.36796215317591,2024-10-01 00:42:14.827714
15.402878828830984,2024-10-01 00:42:14.927714
27.749672025087698,2024-10-01 00:42:15.027714
16.083733538318814,2024-10-01 00:42:15.127714
18.389692418971624,2024-10-01 00:42:15.227714
24.067586086848348,2024-10-01 00:42:15.327714
13.845678417830223,2024-10-01 00:42:15.427714
21.137299673020646,2024-10-01 00:42:15.527714
26.53571377141214,2024-10-01 00:42:15.627714
11.962583827193862,2024-10-01 00:42:15.727714
20.92316929266152,2024-10-01 00:42:15.827714
21.299413971242117,2024-10-01 00:42:15.927714
23.90911435888655,2024-10-01 00:42:16.027714
13.81524644560959,2024-10-01 00:42:16.127714
13.397716934578618,2024-10-01 00:42:16.227714
22.60970782808449,2024-10-01 00:42:16.327714
21.48492336616593,2024-10-01 00:42:16.427714
21.252464251729382,2024-10-01 00:42:16.527714
21.73224104748488,2024-10-01 00:42:16.627714
16.599876392107547,2024-10-01 00:42:16.727714
21.161268485805017,2024-10-01 00:42:16.827714
21.465362366493405,2024-10-01 00:42:16.927714
16.42824290986816,2024-10-01 00:42:17.027714
29.328872555723784,2024-10-01 00:42:17.127714
22.36916460455894,2024-10-01 00:42:17.227714
14.043482513986756,2024-10-01 00:42:17.327714
23.28276804316915,2024-10-01 00:42:17.427714
15.126591648863393,2024-10-01 00:42:17.527714
23.93542301871226,2024-10-01 00:42:17.627714
25.79297789503702,2024-10-01 00:42:17.727714
15.896588408241447,2024-10-01 00:42:17.827714
24.81688064622161,2024-10-01 00:42:17.927714
22.06390463468249,2024-10-01 00:42:18.027714
24.11030079997245,2024-10-01 00:42:18.127714
29.483964913269737,2024-10-01 00:42:18.227714
18.773059419985646,2024-10-01 00:42:18.327714
16.23131917821255,2024-10-01 00:42:18.427714
15.552427851872384,2024-10-01 00:42:18.527714
15.920948575172808,2024-10-01 00:42:18.627714
19.614491452929478,2024-10-01 00:42:18.727714
21.705759874083217,2024-10-01 00:42:18.827714
21.383453996650097,2024-10-01 00:42:18.927714
24.13591624518012,2024-10-01 00:42:19.027714
20.065009459389536,2024-10-01 00:42:19.127714
27.267670385786584,2024-10-01 00:42:19.227714
18.67671583381022,2024-10-01 00:42:19.327714
33.600845832948096,2024-10-01 00:42:19.427714
23.12833673882503,2024-10-01 00:42:19.527714
15.714212217918588,2024-10-01 00:42:19.627714
14.645537509694439,2024-10-01 00:42:19.727714
22.412362076215928,2024-10-01 00:42:19.827714
18.882686073370746,2024-10-01 00:42:19.927714
23.57000247046046,2024-10-01 00:42:20.027714
22.366188122867726,2024-10-01 00:42:20.127714
19.635855436715637,2024-10-01 00:42:20.227714
15.766031409657975,2024-10-01 00:42:20.327714
12.425763876570677,2024-10-01 00:42:20.427714
17.767425239664895,2024-10-01 00:42:20.527714
24.28199397161736,2024-10-01 00:42:20.627714
21.07046872065102,2024-10-01 00:42:20.727714
13.77130610644006,2024-10-01 00:42:20.827714
20.86590462925591,2024-10-01 00:42:20.927714
21.926586898644185,2024-10-01 00:42:21.027714
15.580712818994336,2024-10-01 00:42:21.127714
20.76862552972764,2024-10-01 00:42:21.227714
20.29104359223,2024-10-01 00:42:21.327714
14.285148510846884,2024-10-01 00:42:21.427714
21.788936801741418,2024-10-01 00:42:21.527714
22.80392263184117,2024-10-01 00:42:21.627714
25.415256215876386,2024-10-01 00:42:21.727714
25.269010260174515,2024-10-01 00:42:21.827714
13.111653160214544,2024-10-01 00:42:21.927714
15.310874800424386,2024-10-01 00:42:22.027714
22.5751763360433,2024-10-01 00:42:22.127714
22.568929754561044,2024-10-01 00:42:22.227714
22.575238431530238,2024-10-01 00:42:22.327714
