TIMESTAMP,ACC_SENSOR,ACC_DATA,ACC_STATUS,VIBRATION_DATA,TEMPERATURE_DATA,FOG_PRESENCE_DATA,WEATHER_ALERT_DATA
2024-10-04 02:13:39.600,A1,0.0002856255,upper_threshold_exceeded,,29.261390922544688,,
2024-10-04 02:13:41.800,A2,0.004143238,upper_threshold_exceeded,,,,
2024-10-04 02:13:42.600,A2,0.004319787,upper_threshold_exceeded,,,,
2024-10-04 02:13:43.600,A1,-0.0009921789,lower_threshold_exceeded,low,18.039459234339212,False,
2024-10-04 02:13:44.300,A1,0.0004051924,upper_threshold_exceeded,high,10.406143923504793,True,
2024-10-04 02:13:44.300,A1,0.0004051924,upper_threshold_exceeded,high,19.867430622753915,True,
2024-10-04 02:13:44.400,A1,-0.001105905,lower_threshold_exceeded,moderate,20.301151049705133,False,Tornado Warning
2024-10-04 02:13:44.400,A2,0.00413096,upper_threshold_exceeded,moderate,20.301151049705133,False,Tornado Warning
2024-10-04 02:13:43.750,A1,-0.001177788,lower_threshold_exceeded,moderate,20.025567283212304,True,
2024-10-04 02:13:44.750,A2,0.004094481,upper_threshold_exceeded,,,,
2024-10-04 02:13:45.150,A2,0.004218578,upper_threshold_exceeded,,,,
2024-10-04 02:13:44.400,A1,-0.001105905,lower_threshold_exceeded,moderate,20.301151049705133,False,
2024-10-04 02:13:44.400,A2,0.00413096,upper_threshold_exceeded,moderate,20.301151049705133,False,
2024-10-04 02:13:44.400,A1,-0.001105905,lower_threshold_exceeded,moderate,32.316210562426434,False,
2024-10-04 02:13:44.400,A2,0.00413096,upper_threshold_exceeded,moderate,32.316210562426434,False,
2024-10-04 02:13:44.600,A2,0.002718925,lower_threshold_exceeded,moderate,19.826441151473784,,
2024-10-04 02:13:44.600,A2,0.002718925,lower_threshold_exceeded,moderate,14.15660981190234,,
2024-10-04 02:13:46.050,A2,0.004088879,upper_threshold_exceeded,,,,
2024-10-04 02:13:46.050,A1,0.0005289316,upper_threshold_exceeded,,,,
2024-10-04 02:13:45.700,A1,0.0006283522,upper_threshold_exceeded,low,,,
2024-10-04 02:13:48.100,A2,0.002830505,lower_threshold_exceeded,,,,
2024-10-04 02:13:48.250,A1,0.0007724762,upper_threshold_exceeded,,,,
2024-10-04 02:13:48.450,A2,0.002661347,lower_threshold_exceeded,low,,False,
2024-10-04 02:13:50.550,A2,0.002518058,lower_threshold_exceeded,,,,
2024-10-04 02:13:50.700,A2,0.004121661,upper_threshold_exceeded,moderate,25.444752984836832,True,High Wind Alert
2024-10-04 02:13:49.800,A1,-0.001337767,lower_threshold_exceeded,,,,
2024-10-04 02:13:50.800,A2,0.002853751,lower_threshold_exceeded,,,False,
2024-10-04 02:13:50.300,A1,-0.001132011,lower_threshold_exceeded,moderate,20.93227157384714,True,
2024-10-04 02:13:50.300,A1,-0.001132011,lower_threshold_exceeded,moderate,20.93227157384714,False,
2024-10-04 02:13:51.700,A2,0.002812028,lower_threshold_exceeded,,17.62527344419522,,
2024-10-04 02:13:52.400,A1,-0.00109446,lower_threshold_exceeded,moderate,23.873170267146683,False,
2024-10-04 02:13:52.400,A1,-0.00109446,lower_threshold_exceeded,moderate,23.873170267146683,False,
2024-10-04 02:13:55.450,A2,0.00420475,upper_threshold_exceeded,high,14.96991309250149,False,
2024-10-04 02:13:55.450,A2,0.00420475,upper_threshold_exceeded,high,14.96991309250149,True,
2024-10-04 02:13:55.450,A2,0.00420475,upper_threshold_exceeded,high,13.92905693606134,True,
2024-10-04 02:13:55.750,A2,0.002783298,lower_threshold_exceeded,moderate,19.938766135765427,False,
2024-10-04 02:13:55.750,A2,0.002783298,lower_threshold_exceeded,moderate,19.938766135765427,False,
2024-10-04 02:13:53.500,A2,0.004392266,upper_threshold_exceeded,,,,
2024-10-04 02:13:57.800,A1,0.0004796982,upper_threshold_exceeded,,,,
2024-10-04 02:13:59.900,A2,0.002834678,lower_threshold_exceeded,low,26.769361870827066,False,
2024-10-04 02:13:59.900,A2,0.002834678,lower_threshold_exceeded,low,26.769361870827066,False,
2024-10-04 02:13:59.900,A2,0.002834678,lower_threshold_exceeded,low,19.42730077373691,False,
2024-10-04 02:14:00.450,A2,0.004147172,upper_threshold_exceeded,high,,,
2024-10-04 02:13:58.250,A2,0.002775908,lower_threshold_exceeded,moderate,16.20433669223151,False,
2024-10-04 02:13:58.250,A2,0.002775908,lower_threshold_exceeded,moderate,16.20433669223151,True,
2024-10-04 02:13:58.250,A2,0.002775908,lower_threshold_exceeded,moderate,20.75196893238104,True,
2024-10-04 02:14:01.250,A2,0.004344106,upper_threshold_exceeded,high,,False,
2024-10-04 02:14:00.050,A2,0.00432539,upper_threshold_exceeded,moderate,18.75517925760463,False,
2024-10-04 02:14:02.500,A1,-0.001240253,lower_threshold_exceeded,moderate,17.348711908137798,True,
2024-10-04 02:14:02.500,A1,-0.001240253,lower_threshold_exceeded,moderate,17.348711908137798,True,
2024-10-04 02:14:01.900,A1,-0.001118183,lower_threshold_exceeded,low,21.920327244696537,False,
2024-10-04 02:14:01.900,A1,-0.001118183,lower_threshold_exceeded,low,19.836526259529535,False,
2024-10-04 02:14:03.800,A2,0.004208565,upper_threshold_exceeded,low,15.222297796997871,,
2024-10-04 02:14:03.800,A2,0.004208565,upper_threshold_exceeded,high,15.222297796997871,,
2024-10-04 02:14:03.800,A2,0.004208565,upper_threshold_exceeded,high,11.967768398712138,,
2024-10-04 02:14:04.000,A1,-0.001129508,lower_threshold_exceeded,moderate,12.88873145201163,False,
2024-10-04 02:14:04.000,A1,-0.001129508,lower_threshold_exceeded,moderate,16.767135578787368,False,
2024-10-04 02:14:04.000,A1,-0.001129508,lower_threshold_exceeded,moderate,16.767135578787368,False,
2024-10-04 02:14:04.300,A2,0.004173636,upper_threshold_exceeded,moderate,20.38684153823809,False,
2024-10-04 02:14:05.750,A2,0.002874494,lower_threshold_exceeded,low,,False,
2024-10-04 02:14:04.150,A1,0.0007081032,upper_threshold_exceeded,moderate,24.408198784747253,,
2024-10-04 02:14:04.200,A2,0.002802372,lower_threshold_exceeded,moderate,24.408198784747253,,
2024-10-04 02:14:06.300,A1,0.0004962683,upper_threshold_exceeded,,,,
2024-10-04 02:14:06.400,A2,0.004758,upper_threshold_exceeded,moderate,15.697933173580235,False,
2024-10-04 02:14:06.400,A2,0.004758,upper_threshold_exceeded,moderate,15.697933173580235,False,
2024-10-04 02:14:06.400,A2,0.004758,upper_threshold_exceeded,moderate,15.697933173580235,False,
2024-10-04 02:14:06.400,A2,0.004758,upper_threshold_exceeded,moderate,18.077222278850872,False,
2024-10-04 02:14:06.400,A2,0.004758,upper_threshold_exceeded,moderate,18.077222278850872,False,
2024-10-04 02:14:07.300,A2,0.002892852,lower_threshold_exceeded,,17.940615169387662,True,
2024-10-04 02:14:07.300,A2,0.002892852,lower_threshold_exceeded,,17.940615169387662,True,
2024-10-04 02:14:07.300,A2,0.002892852,lower_threshold_exceeded,,17.561968879637533,True,
2024-10-04 02:14:08.850,A1,-0.0009490252,lower_threshold_exceeded,moderate,14.95956844541298,True,
2024-10-04 02:14:09.500,A2,0.004251003,upper_threshold_exceeded,,,,
2024-10-04 02:14:09.750,A2,0.002849579,lower_threshold_exceeded,high,17.70319550229878,False,
2024-10-04 02:14:09.750,A2,0.002849579,lower_threshold_exceeded,high,17.70319550229878,False,
2024-10-04 02:14:09.750,A2,0.002849579,lower_threshold_exceeded,high,15.75077815267604,False,
2024-10-04 02:14:10.400,A2,0.002857327,lower_threshold_exceeded,moderate,21.88650246522426,False,
2024-10-04 02:14:10.400,A2,0.002857327,lower_threshold_exceeded,moderate,23.78494308322676,False,
2024-10-04 02:14:10.400,A2,0.002857327,lower_threshold_exceeded,high,23.78494308322676,False,
2024-10-04 02:14:10.650,A2,0.004327655,upper_threshold_exceeded,,16.131054004482134,,
2024-10-04 02:14:09.950,A2,0.004434347,upper_threshold_exceeded,low,20.357831186096963,False,
2024-10-04 02:14:09.950,A2,0.004434347,upper_threshold_exceeded,low,17.611712766174417,False,
2024-10-04 02:14:09.000,A1,0.000551343,upper_threshold_exceeded,moderate,,,
2024-10-04 02:14:12.950,A2,0.002837896,lower_threshold_exceeded,high,17.8655946502629,False,
2024-10-04 02:14:11.000,A2,0.004167914,upper_threshold_exceeded,,,,
2024-10-04 02:14:11.800,A2,0.002699137,lower_threshold_exceeded,high,25.470957592354743,False,
2024-10-04 02:14:11.800,A2,0.002699137,lower_threshold_exceeded,high,25.470957592354743,True,
2024-10-04 02:14:11.800,A2,0.002699137,lower_threshold_exceeded,high,11.537676851425903,True,
2024-10-04 02:14:12.600,A2,0.004480004,upper_threshold_exceeded,moderate,6.515566785292142,False,
2024-10-04 02:14:12.600,A2,0.004480004,upper_threshold_exceeded,moderate,19.72852566741094,False,
2024-10-04 02:14:13.850,A2,0.002711773,lower_threshold_exceeded,,,,
2024-10-04 02:14:13.900,A1,0.0004227161,upper_threshold_exceeded,,14.467370456291649,,
2024-10-04 02:14:13.900,A1,0.0004227161,upper_threshold_exceeded,,32.8667990162493,,
2024-10-04 02:14:15.800,A1,0.001001477,upper_threshold_exceeded,moderate,,,
2024-10-04 02:14:15.100,A1,0.0004923344,upper_threshold_exceeded,,25.245046129184445,,
2024-10-04 02:14:14.950,A1,0.0004087687,upper_threshold_exceeded,moderate,,False,
2024-10-04 02:14:15.150,A2,0.002806544,lower_threshold_exceeded,,16.478281547286205,False,
2024-10-04 02:14:15.150,A2,0.002806544,lower_threshold_exceeded,,16.478281547286205,False,
2024-10-04 02:14:16.600,A1,0.0004155636,upper_threshold_exceeded,high,19.516434440648037,True,
2024-10-04 02:14:16.600,A1,0.0004155636,upper_threshold_exceeded,high,19.516434440648037,False,
2024-10-04 02:14:16.600,A1,0.0004155636,upper_threshold_exceeded,high,17.275404565955252,False,
2024-10-04 02:14:17.250,A1,0.0004855394,upper_threshold_exceeded,,,,
2024-10-04 02:14:18.250,A1,-0.0009675026,lower_threshold_exceeded,high,,,Heatwave Warning
2024-10-04 02:14:18.500,A1,-0.001073122,lower_threshold_exceeded,low,,False,
