TIMESTAMP,ACC_SENSOR,ACC_DATA,ACC_STATUS,UPPER_THRESHOLD,LOWER_THRESHOLD,VIBRATION_DATA,TEMPERATURE_DATA,FOG_PRESENCE_DATA,WEATHER_ALERT_DATA
2024-10-12 23:34:36.600,A1,0.0002856255,upper_threshold_exceeded,0.00020154691231681447,-0.0010320294575019997,,,True,
2024-10-12 23:34:36.600,A1,0.0002856255,upper_threshold_exceeded,0.00020154691231681447,-0.0010320294575019997,,,False,
2024-10-12 23:34:37.900,A1,0.0003141165,upper_threshold_exceeded,0.000306522384108791,-0.001025339006689436,low,10.201649380601122,False,
2024-10-12 23:34:37.900,A1,0.0003141165,upper_threshold_exceeded,0.000306522384108791,-0.001025339006689436,low,10.201649380601122,False,
2024-10-12 23:34:37.900,A1,0.0003141165,upper_threshold_exceeded,0.000306522384108791,-0.001025339006689436,low,13.359069755507848,False,
2024-10-12 23:34:38.800,A2,0.004143238,upper_threshold_exceeded,0.00404890438481746,0.00289375881518254,,,,
2024-10-12 23:34:38.600,A2,0.004319787,upper_threshold_exceeded,0.004066493245135734,0.0029245616298642645,moderate,27.82321827907003,True,
2024-10-12 23:34:40.600,A1,-0.0009921789,lower_threshold_exceeded,0.00032528473990740993,-0.0009552864213027588,,,False,
2024-10-12 23:34:40.600,A1,-0.0009921789,lower_threshold_exceeded,0.00032528473990740993,-0.0009552864213027588,,,True,
2024-10-12 23:34:36.800,A1,0.0003218651,upper_threshold_exceeded,0.000306522384108791,-0.001025339006689436,moderate,24.112724560515947,,
2024-10-12 23:34:36.800,A1,0.0003218651,upper_threshold_exceeded,0.000306522384108791,-0.001025339006689436,moderate,13.895781750144888,,
2024-10-12 23:34:40.300,A1,0.0004051924,upper_threshold_exceeded,0.00034695324363989813,-0.0010103195606398984,low,19.627770421169163,True,
2024-10-12 23:34:40.300,A1,0.0004051924,upper_threshold_exceeded,0.00034695324363989813,-0.0010103195606398984,low,19.627770421169163,False,
2024-10-12 23:34:40.400,A2,0.00413096,upper_threshold_exceeded,0.004046355439327924,0.0029267885024196463,high,19.867430622753915,True,Tornado Warning
2024-10-12 23:34:40.400,A2,0.00413096,upper_threshold_exceeded,0.004046355439327924,0.0029267885024196463,high,19.867430622753915,True,Tornado Warning
2024-10-12 23:34:40.400,A1,-0.001105905,lower_threshold_exceeded,0.0003613386423800745,-0.0010075039151956088,high,19.867430622753915,True,Tornado Warning
2024-10-12 23:34:40.400,A1,-0.001105905,lower_threshold_exceeded,0.0003613386423800745,-0.0010075039151956088,high,19.867430622753915,True,Tornado Warning
2024-10-12 23:34:40.750,A1,-0.001177788,lower_threshold_exceeded,0.00032143443152811733,-0.0009693130715281175,moderate,20.025567283212304,True,
2024-10-12 23:34:41.600,A2,0.002718925,lower_threshold_exceeded,0.004060935229806365,0.002920934527202979,low,21.507736711668063,True,
2024-10-12 23:34:41.150,A2,0.004218578,upper_threshold_exceeded,0.004083610448703536,0.002888667841894753,low,17.16851135198614,False,
2024-10-12 23:34:41.150,A2,0.004218578,upper_threshold_exceeded,0.004083610448703536,0.002888667841894753,low,20.498256825438204,False,
2024-10-12 23:34:41.150,A2,0.004218578,upper_threshold_exceeded,0.004083610448703536,0.002888667841894753,low,17.16851135198614,False,
2024-10-12 23:34:41.150,A2,0.004218578,upper_threshold_exceeded,0.004083610448703536,0.002888667841894753,low,20.498256825438204,False,
2024-10-12 23:34:41.150,A2,0.004218578,upper_threshold_exceeded,0.004083610448703536,0.002888667841894753,moderate,20.498256825438204,False,
2024-10-12 23:34:41.750,A2,0.004094481,upper_threshold_exceeded,0.004081404553831802,0.0028960026755259945,,23.75966516343387,,
2024-10-12 23:34:42.050,A2,0.004088879,upper_threshold_exceeded,0.0040794485290441785,0.002896336493178043,high,13.81524644560959,,
2024-10-12 23:34:42.050,A1,0.0005289316,upper_threshold_exceeded,0.0004099492961948958,-0.0009888684636023036,high,13.81524644560959,,
2024-10-12 23:34:42.050,A2,0.004088879,upper_threshold_exceeded,0.0040794485290441785,0.002896336493178043,high,13.397716934578618,,
2024-10-12 23:34:42.050,A1,0.0005289316,upper_threshold_exceeded,0.0004099492961948958,-0.0009888684636023036,high,13.397716934578618,,
2024-10-12 23:34:42.050,A2,0.004088879,upper_threshold_exceeded,0.0040794485290441785,0.002896336493178043,moderate,13.397716934578618,,
2024-10-12 23:34:42.050,A1,0.0005289316,upper_threshold_exceeded,0.0004099492961948958,-0.0009888684636023036,moderate,13.397716934578618,,
2024-10-12 23:34:42.700,A1,0.0006283522,upper_threshold_exceeded,0.0003952798618464009,-0.0009900695334743082,moderate,13.845678417830223,False,
2024-10-12 23:34:45.250,A1,0.0007724762,upper_threshold_exceeded,0.0004231801880884659,-0.0009697534591217998,,,,
2024-10-12 23:34:45.450,A2,0.002661347,lower_threshold_exceeded,0.004092009126476255,0.0029175735691759214,,,,
2024-10-12 23:34:45.800,A1,-0.001337767,lower_threshold_exceeded,0.0004502036852756127,-0.000983643927728245,,,,
2024-10-12 23:34:47.700,A2,0.004121661,upper_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,moderate,17.640340671052833,True,High Wind Alert
2024-10-12 23:34:45.100,A2,0.002830505,lower_threshold_exceeded,0.004083292505979804,0.0029216241872020163,moderate,12.425763876570675,True,
2024-10-12 23:34:46.550,A2,0.002518058,lower_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,moderate,31.573292833367542,False,
2024-10-12 23:34:46.550,A2,0.002518058,lower_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,moderate,10.66367403704126,False,
2024-10-12 23:34:46.550,A2,0.002518058,lower_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,high,10.66367403704126,False,
2024-10-12 23:34:46.550,A2,0.002518058,lower_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,moderate,31.573292833367542,True,
2024-10-12 23:34:46.550,A2,0.002518058,lower_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,moderate,10.66367403704126,True,
2024-10-12 23:34:46.550,A2,0.002518058,lower_threshold_exceeded,0.0040974828329417715,0.0029096936330776464,high,10.66367403704126,True,
2024-10-12 23:34:48.400,A1,-0.00109446,lower_threshold_exceeded,0.0004364849692065313,-0.0009995646289833913,,,,
2024-10-12 23:34:47.800,A2,0.002853751,lower_threshold_exceeded,0.00411298577247313,0.0028870405037173474,low,,,
2024-10-12 23:34:47.300,A1,-0.001132011,lower_threshold_exceeded,0.00045266466160394885,-0.0009971455089039492,,,,
2024-10-12 23:34:48.700,A2,0.002812028,lower_threshold_exceeded,0.0041040353001754425,0.002884560779470576,high,18.327493820795254,False,
2024-10-12 23:34:52.450,A2,0.00420475,upper_threshold_exceeded,0.004103528865785234,0.0028897979658979393,high,14.96991309250149,False,
2024-10-12 23:34:52.450,A2,0.00420475,upper_threshold_exceeded,0.004103528865785234,0.0028897979658979393,low,14.96991309250149,False,
2024-10-12 23:34:50.500,A2,0.004392266,upper_threshold_exceeded,0.004106345865147485,0.0028978953876827073,low,27.93008408072676,False,
2024-10-12 23:34:50.500,A2,0.004392266,upper_threshold_exceeded,0.004106345865147485,0.0028978953876827073,low,13.810922505865754,False,
2024-10-12 23:34:52.750,A2,0.002783298,lower_threshold_exceeded,0.004115395257559935,0.0028921064188154734,moderate,23.1417275463214,False,
2024-10-12 23:34:53.800,A1,0.0004796982,upper_threshold_exceeded,0.00041295353573540404,-0.0009484279738139544,high,24.288298116010097,True,
2024-10-12 23:34:55.250,A2,0.002775908,lower_threshold_exceeded,0.004096233906901728,0.0028936941376665228,moderate,17.371224891596196,False,
2024-10-12 23:34:55.250,A2,0.002775908,lower_threshold_exceeded,0.004096233906901728,0.0028936941376665228,moderate,17.371224891596196,False,
2024-10-12 23:34:56.900,A2,0.002834678,lower_threshold_exceeded,0.004094758607317751,0.0028918287975079914,high,11.43432735454561,False,
2024-10-12 23:34:56.450,A2,0.004147172,upper_threshold_exceeded,0.004092768300929582,0.0028877539646954237,high,19.288102574893532,False,
2024-10-12 23:34:56.450,A2,0.004147172,upper_threshold_exceeded,0.004092768300929582,0.0028877539646954237,high,19.288102574893532,False,
2024-10-12 23:34:56.450,A2,0.004147172,upper_threshold_exceeded,0.004092768300929582,0.0028877539646954237,high,20.601478158559495,False,
2024-10-12 23:34:57.050,A2,0.00432539,upper_threshold_exceeded,0.004091363552501173,0.0028919269121452946,,,,
2024-10-12 23:34:57.250,A2,0.004344106,upper_threshold_exceeded,0.004099006013171917,0.0028904862168280853,,23.22687974792574,,
2024-10-12 23:34:59.500,A1,-0.001240253,lower_threshold_exceeded,0.0003850985828763539,-0.0009379457156923922,low,19.68660451363414,False,
2024-10-12 23:35:00.800,A2,0.004208565,upper_threshold_exceeded,0.004101375697600624,0.002903548173510487,,,,
2024-10-12 23:35:00.000,A1,-0.001129508,lower_threshold_exceeded,0.00038085774257069885,-0.0009381679916323734,moderate,,,
2024-10-12 23:35:01.200,A2,0.002802372,lower_threshold_exceeded,0.004102943691165867,0.002904263247698762,moderate,12.88873145201163,False,Hailstorm Warning
2024-10-12 23:35:00.150,A1,0.0007081032,upper_threshold_exceeded,0.00038297929996858354,-0.0009427324988201125,moderate,,,
2024-10-12 23:35:01.200,A2,0.002802372,lower_threshold_exceeded,0.004102943691165867,0.002904263247698762,moderate,12.88873145201163,False,Hailstorm Warning
2024-10-12 23:35:01.200,A2,0.002802372,lower_threshold_exceeded,0.004102943691165867,0.002904263247698762,moderate,16.767135578787368,False,Hailstorm Warning
2024-10-12 23:35:01.200,A2,0.002802372,lower_threshold_exceeded,0.004102943691165867,0.002904263247698762,moderate,16.767135578787368,False,Hailstorm Warning
2024-10-12 23:35:01.200,A2,0.002802372,lower_threshold_exceeded,0.004102943691165867,0.002904263247698762,moderate,16.767135578787368,False,Hailstorm Warning
2024-10-12 23:35:01.200,A2,0.002802372,lower_threshold_exceeded,0.004102943691165867,0.002904263247698762,moderate,16.767135578787368,False,Hailstorm Warning
2024-10-12 23:34:58.900,A1,-0.001118183,lower_threshold_exceeded,0.0003858974012891775,-0.0009285033618571391,moderate,13.099492708925544,False,
2024-10-12 23:34:58.900,A1,-0.001118183,lower_threshold_exceeded,0.0003858974012891775,-0.0009285033618571391,moderate,11.483087803224226,False,
2024-10-12 23:35:01.300,A2,0.004173636,upper_threshold_exceeded,0.0041036190109352815,0.0029004134803690676,moderate,28.435708175362823,,
2024-10-12 23:35:03.300,A1,0.0004962683,upper_threshold_exceeded,0.00038987154527756965,-0.0009384788877855707,,,,
2024-10-12 23:35:01.750,A2,0.002874494,lower_threshold_exceeded,0.004104478956974315,0.002900486200472496,low,19.04830660958196,False,
2024-10-12 23:35:04.300,A2,0.002892852,lower_threshold_exceeded,0.0041093373275864,0.0028938815570289885,low,20.4329489373645,True,
2024-10-12 23:35:04.300,A2,0.002892852,lower_threshold_exceeded,0.0041093373275864,0.0028938815570289885,low,20.4329489373645,True,
2024-10-12 23:35:04.300,A2,0.002892852,lower_threshold_exceeded,0.0041093373275864,0.0028938815570289885,low,19.221613823039604,True,
2024-10-12 23:35:04.300,A2,0.002892852,lower_threshold_exceeded,0.0041093373275864,0.0028938815570289885,moderate,19.221613823039604,True,
2024-10-12 23:35:03.400,A2,0.004758,upper_threshold_exceeded,0.004102532755498888,0.0028956505233855762,,19.66960100676342,,
2024-10-12 23:35:05.500,A2,0.004251003,upper_threshold_exceeded,0.004111922539980117,0.0028916491144316534,high,23.854325969434836,True,
2024-10-12 23:35:05.850,A1,-0.0009490252,lower_threshold_exceeded,0.0003915205801874295,-0.000929616517890438,,,,
2024-10-12 23:35:06.950,A2,0.004434347,upper_threshold_exceeded,0.0041139357825483915,0.002890528831170026,,,,
2024-10-12 23:35:06.750,A2,0.002849579,lower_threshold_exceeded,0.00411502263460603,0.002892787387212157,,,False,
2024-10-12 23:35:06.400,A2,0.002857327,lower_threshold_exceeded,0.004119170435418047,0.002889022397322171,moderate,,,
2024-10-12 23:35:06.000,A1,0.000551343,upper_threshold_exceeded,0.00038988861513704234,-0.0009319599316161046,,15.75077815267604,True,
2024-10-12 23:35:06.000,A1,0.000551343,upper_threshold_exceeded,0.00038988861513704234,-0.0009319599316161046,,24.151679082721227,True,
2024-10-12 23:35:06.000,A1,0.000551343,upper_threshold_exceeded,0.00038988861513704234,-0.0009319599316161046,,24.151679082721227,False,
2024-10-12 23:35:07.650,A2,0.004327655,upper_threshold_exceeded,0.004117381037413729,0.0028871070963890928,,,,
2024-10-12 23:35:07.000,A2,0.004167914,upper_threshold_exceeded,0.0041218485294609196,0.002882871913047796,low,27.480221557445915,False,
2024-10-12 23:35:07.000,A2,0.004167914,upper_threshold_exceeded,0.0041218485294609196,0.002882871913047796,low,27.480221557445915,False,
2024-10-12 23:35:08.950,A2,0.002837896,lower_threshold_exceeded,0.0041293765474853415,0.0028822183833746994,,,,
2024-10-12 23:35:09.600,A2,0.004480004,upper_threshold_exceeded,0.004130364368532124,0.0028831950000629256,moderate,18.702043243181976,False,
2024-10-12 23:35:09.600,A2,0.004480004,upper_threshold_exceeded,0.004130364368532124,0.0028831950000629256,moderate,18.702043243181976,True,
2024-10-12 23:35:09.600,A2,0.004480004,upper_threshold_exceeded,0.004130364368532124,0.0028831950000629256,high,18.702043243181976,True,
2024-10-12 23:35:09.600,A2,0.004480004,upper_threshold_exceeded,0.004130364368532124,0.0028831950000629256,moderate,12.48428523440947,True,
2024-10-12 23:35:09.600,A2,0.004480004,upper_threshold_exceeded,0.004130364368532124,0.0028831950000629256,high,12.48428523440947,True,
2024-10-12 23:35:09.850,A2,0.002711773,lower_threshold_exceeded,0.004137296851869432,0.002883719327869139,low,18.84532734895661,False,
2024-10-12 23:35:09.900,A1,0.0004227161,upper_threshold_exceeded,0.00038001958697726556,-0.0009246299477050442,low,18.84532734895661,False,
2024-10-12 23:35:09.900,A1,0.0004227161,upper_threshold_exceeded,0.00038001958697726556,-0.0009246299477050442,low,18.84532734895661,False,
2024-10-12 23:35:08.800,A2,0.002699137,lower_threshold_exceeded,0.004128378622963071,0.0028864813601164625,low,17.443921617844072,False,
2024-10-12 23:35:08.800,A2,0.002699137,lower_threshold_exceeded,0.004128378622963071,0.0028864813601164625,low,17.443921617844072,True,
2024-10-12 23:35:08.800,A2,0.002699137,lower_threshold_exceeded,0.004128378622963071,0.0028864813601164625,low,15.051975898707097,True,
2024-10-12 23:35:10.950,A1,0.0004087687,upper_threshold_exceeded,0.00038402192835211243,-0.0009173951214300313,moderate,26.230425962488145,True,
2024-10-12 23:35:10.950,A1,0.0004087687,upper_threshold_exceeded,0.00038402192835211243,-0.0009173951214300313,moderate,9.633048837959253,True,
2024-10-12 23:35:11.800,A1,0.001001477,upper_threshold_exceeded,0.00038662503834552937,-0.0009165635115322995,high,22.2213165574302,False,
2024-10-12 23:35:12.100,A1,0.0004923344,upper_threshold_exceeded,0.00039570671375929614,-0.0009191888643864313,,,,
2024-10-12 23:35:12.150,A2,0.002806544,lower_threshold_exceeded,0.004129742506968531,0.0028907291890801104,moderate,21.63066511121059,,
2024-10-12 23:35:12.150,A2,0.002806544,lower_threshold_exceeded,0.004129742506968531,0.0028907291890801104,low,21.63066511121059,,
2024-10-12 23:35:12.150,A2,0.002806544,lower_threshold_exceeded,0.004129742506968531,0.0028907291890801104,moderate,13.744432118073483,,
2024-10-12 23:35:12.150,A2,0.002806544,lower_threshold_exceeded,0.004129742506968531,0.0028907291890801104,low,13.744432118073483,,
2024-10-12 23:35:12.600,A1,0.0004155636,upper_threshold_exceeded,0.00039689423313975816,-0.0009188118303941133,moderate,23.030049756728197,False,
2024-10-12 23:35:12.600,A1,0.0004155636,upper_threshold_exceeded,0.00039689423313975816,-0.0009188118303941133,moderate,13.597853237518583,False,
2024-10-12 23:35:12.600,A1,0.0004155636,upper_threshold_exceeded,0.00039689423313975816,-0.0009188118303941133,moderate,13.597853237518583,True,
2024-10-12 23:35:14.750,A1,-0.001387358,lower_threshold_exceeded,0.0003992356545137889,-0.0009136420485303114,moderate,20.979226275488408,False,
2024-10-12 23:35:14.750,A1,-0.001387358,lower_threshold_exceeded,0.0003992356545137889,-0.0009136420485303114,moderate,20.979226275488408,False,
2024-10-12 23:35:14.750,A1,-0.001387358,lower_threshold_exceeded,0.0003992356545137889,-0.0009136420485303114,high,20.979226275488408,False,
2024-10-12 23:35:14.250,A1,-0.0009675026,lower_threshold_exceeded,0.00040302188825604125,-0.0009209593415866133,,13.602115166321491,,
2024-10-12 23:35:15.500,A1,-0.001073122,lower_threshold_exceeded,0.0004034927962143755,-0.0009232283629351148,moderate,20.93383382238539,False,Heatwave Warning
2024-10-12 23:35:15.500,A1,-0.001073122,lower_threshold_exceeded,0.0004034927962143755,-0.0009232283629351148,moderate,16.22308533823339,False,Heatwave Warning
2024-10-12 23:35:15.500,A1,-0.001073122,lower_threshold_exceeded,0.0004034927962143755,-0.0009232283629351148,moderate,16.22308533823339,False,Heatwave Warning
2024-10-12 23:35:13.250,A1,0.0004855394,upper_threshold_exceeded,0.0003954802668562519,-0.0009158375773141939,,19.715271881394663,,
2024-10-12 23:35:15.750,A2,0.002548099,lower_threshold_exceeded,0.004122036230345616,0.0028878786795135444,,,True,
2024-10-12 23:35:15.800,A2,0.004204154,upper_threshold_exceeded,0.004122036230345616,0.0028878786795135444,,,False,
2024-10-12 23:35:15.900,A1,-0.0009416342,lower_threshold_exceeded,0.00040448714837632217,-0.0009287086570440195,moderate,15.253005555840286,False,
2024-10-12 23:35:16.100,A2,0.004163027,upper_threshold_exceeded,0.004130072245832523,0.002878257131884876,,,,
2024-10-12 23:35:16.600,A2,0.004138708,upper_threshold_exceeded,0.004127842667750736,0.0028813074257843458,,,,
2024-10-12 23:35:17.350,A2,0.004249692,upper_threshold_exceeded,0.004133174140573065,0.002877967937594059,moderate,25.403903627773108,False,
2024-10-12 23:35:17.350,A2,0.004249692,upper_threshold_exceeded,0.004133174140573065,0.002877967937594059,moderate,24.16961077274452,False,
2024-10-12 23:35:17.800,A1,0.0005739927,upper_threshold_exceeded,0.0004050924846346437,-0.0009232957407883063,moderate,14.594717297958688,False,
2024-10-12 23:35:17.800,A1,0.0005739927,upper_threshold_exceeded,0.0004050924846346437,-0.0009232957407883063,moderate,14.594717297958688,False,
2024-10-12 23:35:17.800,A1,0.0005739927,upper_threshold_exceeded,0.0004050924846346437,-0.0009232957407883063,moderate,25.26576426666452,False,
2024-10-12 23:35:19.050,A1,-0.0009995699,lower_threshold_exceeded,0.00040616332981593316,-0.00092253120985645,high,17.41355774949814,False,Blizzard Warning
