TIMESTAMP,DATA,SENSOR
2024-10-12 23:34:35.250,-5.148843,SG2
2024-10-12 23:34:35.250,13.426,SG1
2024-10-12 23:34:35.300,11.58989,SG1
2024-10-12 23:34:35.300,-3.849229,SG2
2024-10-12 23:34:35.350,10.95034,SG1
2024-10-12 23:34:35.350,-6.324744,SG2
2024-10-12 23:34:35.400,12.45637,SG1
2024-10-12 23:34:35.400,-6.696113,SG2
2024-10-12 23:34:35.450,14.33372,SG1
2024-10-12 23:34:35.450,-5.520212,SG2
2024-10-12 23:34:35.500,13.426,SG1
2024-10-12 23:34:35.500,-3.993617,SG2
2024-10-12 23:34:35.550,12.64206,SG1
2024-10-12 23:34:35.550,-6.634197,SG2
2024-10-12 23:34:35.600,10.97102,SG1
2024-10-12 23:34:35.600,-4.715679,SG2
2024-10-12 23:34:35.650,15.36528,SG1
2024-10-12 23:34:35.650,-4.32363,SG2
2024-10-12 23:34:35.700,13.50854,SG1
2024-10-12 23:34:35.700,-4.426782,SG2
2024-10-12 23:34:35.750,12.10567,SG1
2024-10-12 23:34:35.750,-3.684162,SG2
2024-10-12 23:34:35.800,11.56927,SG1
2024-10-12 23:34:35.800,-5.045691,SG2
2024-10-12 23:34:35.850,14.25124,SG1
2024-10-12 23:34:35.850,-3.993617,SG2
2024-10-12 23:34:35.900,12.93091,SG1
2024-10-12 23:34:35.900,-4.860067,SG2
2024-10-12 23:34:35.950,10.18702,SG1
2024-10-12 23:34:35.950,-4.777472,SG2
2024-10-12 23:34:35.000,12.1882,SG1
2024-10-12 23:34:35.000,-4.220478,SG2
2024-10-12 23:34:36.050,13.90054,SG1
2024-10-12 23:34:36.050,-3.312791,SG2
2024-10-12 23:34:36.100,13.15784,SG1
2024-10-12 23:34:36.100,-7.459406,SG2
2024-10-12 23:34:36.150,11.21857,SG1
2024-10-12 23:34:36.150,-5.128285,SG2
2024-10-12 23:34:36.200,10.08387,SG1
2024-10-12 23:34:36.200,-5.29323,SG2
2024-10-12 23:34:36.250,12.10567,SG1
2024-10-12 23:34:36.250,-5.190079,SG2
2024-10-12 23:34:36.300,12.27074,SG1
2024-10-12 23:34:36.300,-4.44746,SG2
2024-10-12 23:34:36.350,12.33259,SG1
2024-10-12 23:34:36.350,-4.44746,SG2
2024-10-12 23:34:36.400,10.68218,SG1
2024-10-12 23:34:36.400,-5.747072,SG2
2024-10-12 23:34:36.450,12.7246,SG1
2024-10-12 23:34:36.450,-2.735238,SG2
2024-10-12 23:34:36.500,12.49767,SG1
2024-10-12 23:34:36.500,-6.819821,SG2
2024-10-12 23:34:36.550,10.10455,SG1
2024-10-12 23:34:36.550,-4.529933,SG2
2024-10-12 23:34:36.600,12.1882,SG1
2024-10-12 23:34:36.600,-5.705835,SG2
2024-10-12 23:34:36.650,12.33259,SG1
2024-10-12 23:34:36.650,-4.612527,SG2
2024-10-12 23:34:36.700,12.35321,SG1
2024-10-12 23:34:36.700,-4.901303,SG2
2024-10-12 23:34:36.750,11.91997,SG1
2024-10-12 23:34:36.750,-5.932817,SG2
2024-10-12 23:34:36.800,12.27074,SG1
2024-10-12 23:34:36.800,-4.426782,SG2
2024-10-12 23:34:36.850,13.36415,SG1
2024-10-12 23:34:36.850,-3.642926,SG2
2024-10-12 23:34:36.900,13.11654,SG1
2024-10-12 23:34:36.900,-5.313909,SG2
2024-10-12 23:34:37.950,13.52916,SG1
2024-10-12 23:34:37.950,-4.921982,SG2
2024-10-12 23:34:37.000,13.17845,SG1
2024-10-12 23:34:37.000,-5.458297,SG2
2024-10-12 23:34:37.050,13.73547,SG1
2024-10-12 23:34:37.050,-4.364988,SG2
2024-10-12 23:34:37.100,11.7962,SG1
2024-10-12 23:34:37.100,-5.643921,SG2
2024-10-12 23:34:37.150,13.30223,SG1
2024-10-12 23:34:37.150,-6.097884,SG2
2024-10-12 23:34:37.200,11.61051,SG1
2024-10-12 23:34:37.200,-5.582127,SG2
2024-10-12 23:34:37.250,14.91141,SG1
2024-10-12 23:34:37.250,-4.550612,SG2
2024-10-12 23:34:37.300,12.60082,SG1
2024-10-12 23:34:37.300,-4.344308,SG2
2024-10-12 23:34:37.350,11.40426,SG1
2024-10-12 23:34:37.350,-6.01529,SG2
2024-10-12 23:34:37.400,11.50741,SG1
2024-10-12 23:34:37.400,-4.014174,SG2
2024-10-12 23:34:37.450,14.06555,SG1
2024-10-12 23:34:37.450,-3.312791,SG2
2024-10-12 23:34:37.500,13.75609,SG1
2024-10-12 23:34:37.500,-4.860067,SG2
2024-10-12 23:34:37.550,12.62144,SG1
2024-10-12 23:34:37.550,-6.201035,SG2
2024-10-12 23:34:37.600,12.43575,SG1
2024-10-12 23:34:37.600,-4.117327,SG2
2024-10-12 23:34:37.650,12.93091,SG1
2024-10-12 23:34:37.650,-4.32363,SG2
2024-10-12 23:34:37.700,12.33259,SG1
2024-10-12 23:34:37.700,-5.561448,SG2
2024-10-12 23:34:37.750,12.12628,SG1
2024-10-12 23:34:37.750,-6.778584,SG2
2024-10-12 23:34:38.800,13.98302,SG1
2024-10-12 23:34:38.800,-4.550612,SG2
2024-10-12 23:34:38.850,11.40426,SG1
2024-10-12 23:34:38.850,-3.849229,SG2
2024-10-12 23:34:38.900,12.64206,SG1
2024-10-12 23:34:38.900,-4.901303,SG2
2024-10-12 23:34:38.950,13.40538,SG1
2024-10-12 23:34:38.950,-6.242271,SG2
2024-10-12 23:34:38.000,13.05468,SG1
2024-10-12 23:34:38.000,-5.953374,SG2
2024-10-12 23:34:38.050,14.04493,SG1
2024-10-12 23:34:38.050,-6.180356,SG2
2024-10-12 23:34:38.100,11.21857,SG1
2024-10-12 23:34:38.100,-5.355145,SG2
2024-10-12 23:34:38.150,12.10567,SG1
2024-10-12 23:34:38.150,-7.149953,SG2
2024-10-12 23:34:38.200,12.95152,SG1
2024-10-12 23:34:38.200,-4.612527,SG2
2024-10-12 23:34:38.250,12.99276,SG1
2024-10-12 23:34:38.250,-4.303072,SG2
2024-10-12 23:34:38.300,11.50741,SG1
2024-10-12 23:34:38.300,-5.107606,SG2
2024-10-12 23:34:38.350,12.76583,SG1
2024-10-12 23:34:38.350,-6.118442,SG2
2024-10-12 23:34:38.400,13.426,SG1
2024-10-12 23:34:38.400,-5.808987,SG2
2024-10-12 23:34:38.450,13.09592,SG1
2024-10-12 23:34:38.450,-4.674443,SG2
2024-10-12 23:34:38.500,13.11654,SG1
2024-10-12 23:34:38.500,-6.634197,SG2
2024-10-12 23:34:38.550,13.90054,SG1
2024-10-12 23:34:38.550,-6.922972,SG2
2024-10-12 23:34:38.600,12.35321,SG1
2024-10-12 23:34:38.600,-6.531045,SG2
2024-10-12 23:34:38.650,12.84837,SG1
2024-10-12 23:34:38.650,-3.106488,SG2
2024-10-12 23:34:39.700,12.22944,SG1
2024-10-12 23:34:39.700,-5.478976,SG2
2024-10-12 23:34:39.750,12.86899,SG1
2024-10-12 23:34:39.750,-6.056525,SG2
2024-10-12 23:34:39.800,13.01338,SG1
2024-10-12 23:34:39.800,-6.01529,SG2
2024-10-12 23:34:39.850,12.88961,SG1
2024-10-12 23:34:39.850,-4.282393,SG2
2024-10-12 23:34:39.900,10.45525,SG1
2024-10-12 23:34:39.900,-5.375824,SG2
2024-10-12 23:34:39.950,12.99276,SG1
2024-10-12 23:34:39.950,-4.777472,SG2
2024-10-12 23:34:39.000,12.6833,SG1
2024-10-12 23:34:39.000,-4.633084,SG2
2024-10-12 23:34:39.050,14.45756,SG1
2024-10-12 23:34:39.050,-4.07609,SG2
2024-10-12 23:34:39.100,11.23919,SG1
2024-10-12 23:34:39.100,-5.602684,SG2
2024-10-12 23:34:39.150,12.64206,SG1
2024-10-12 23:34:39.150,-6.201035,SG2
2024-10-12 23:34:39.200,9.85694,SG1
2024-10-12 23:34:39.200,-4.07609,SG2
2024-10-12 23:34:39.250,12.51828,SG1
2024-10-12 23:34:39.250,-4.426782,SG2
2024-10-12 23:34:39.300,12.93091,SG1
2024-10-12 23:34:39.300,-6.324744,SG2
2024-10-12 23:34:39.350,-7.913246,SG2
2024-10-12 23:34:39.350,12.5389,SG1
2024-10-12 23:34:39.400,10.06325,SG1
2024-10-12 23:34:39.400,-5.41706,SG2
2024-10-12 23:34:39.450,11.25981,SG1
2024-10-12 23:34:39.450,-3.292234,SG2
2024-10-12 23:34:39.500,14.10679,SG1
2024-10-12 23:34:39.500,-6.345423,SG2
2024-10-12 23:34:39.550,12.29136,SG1
2024-10-12 23:34:39.550,-7.067481,SG2
2024-10-12 23:34:40.600,11.61051,SG1
